Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,HeapMemoryUsed,HeapMemoryDelta,NonHeapMemoryUsed,SuccessRate
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,UPDATE,0.01,40.22,196915696,12582912,9057904,100.00
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,DELETE,0.00,32.45,196915696,16777216,9057904,100.00
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,RANGE_SELECT,0.08,632.88,196915696,-862646008,9057904,100.00
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,EQUALS_SELECT,0.03,198.48,196915696,-385938320,9057904,100.00
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,RANGE_UPDATE,0.20,1521.08,196915696,156168880,9057904,100.00
2024-11-05T12:31:43.7856433,BPlusTreeEngine,60000,EQUALS_UPDATE,0.08,561.39,196915696,109120872,9057904,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,INSERT,0.01,68.21,289562768,33554432,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,SIMPLE_SELECT,0.16,1360.68,289562768,961267696,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,UPDATE,0.01,47.36,289562768,16777216,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,DELETE,0.00,38.24,289562768,16777216,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,RANGE_SELECT,0.09,802.11,289562768,-1206775176,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,EQUALS_SELECT,0.03,254.39,289562768,-289469328,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,RANGE_UPDATE,0.23,1987.03,289562768,261451120,9085168,100.00
2024-11-05T12:31:45.0260134,BPlusTreeEngine,70000,EQUALS_UPDATE,0.09,745.57,289562768,201395560,9085168,100.00
2024-11-05T12:31:46.4852896,BPlusTreeEngine,80000,INSERT,0.01,78.43,290280560,50331648,9092848,100.00
