Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,SuccessRate
2024-11-17T08:25:08.0464515,SkipHashEngine,1253,INSERT,0.07,91.66,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1207,SIMPLE_SELECT,0.15,177.01,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1240,UPDATE,0.02,29.76,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1284,DELETE,0.02,21.46,99.45
2024-11-17T08:25:08.0464515,SkipHashEngine,1240,RANGE_SELECT,0.10,121.80,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1269,EQUALS_SELECT,0.05,62.55,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1272,RANGE_UPDATE,0.40,512.91,100.00
2024-11-17T08:25:08.0464515,SkipHashEngine,1235,EQUALS_UPDATE,0.29,360.94,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2516,INSERT,0.06,154.15,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2509,SIMPLE_SELECT,0.16,399.76,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2497,UPDATE,0.02,41.90,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2523,DELETE,0.01,33.91,99.33
2024-11-17T08:25:09.7188727,SkipHashEngine,2429,RANGE_SELECT,0.09,219.91,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2533,EQUALS_SELECT,0.05,135.07,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2512,RANGE_UPDATE,0.42,1050.17,100.00
2024-11-17T08:25:09.7188727,SkipHashEngine,2481,EQUALS_UPDATE,0.40,1000.77,100.00
2024-11-17T08:25:11.9143891,SkipHashEngine,3723,INSERT,0.06,216.24,100.00
2024-11-17T08:25:11.9143891,SkipHashEngine,3765,SIMPLE_SELECT,0.19,709.58,100.00
2024-11-17T08:25:11.9143891,SkipHashEngine,3741,UPDATE,0.01,51.65,100.00
2024-11-17T08:25:11.9143891,SkipHashEngine,3797,DELETE,0.01,50.11,99.05
2024-11-17T08:25:11.9143891,SkipHashEngine,3769,RANGE_SELECT,0.09,343.69,100.00
