Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,HeapMemoryUsed,HeapMemoryDelta,NonHeapMemoryUsed,SuccessRate
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,SIMPLE_SELECT,0.15,1621.14,154616112,634892640,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,UPDATE,0.01,68.37,154616112,33554432,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,DELETE,0.01,59.12,154616112,29360128,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,RANGE_SELECT,0.12,1316.03,154616112,-335406744,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,EQUALS_SELECT,0.04,406.56,154616112,-4337168,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,RANGE_UPDATE,0.26,2939.90,154616112,-482721744,7860608,100.00
2024-11-05T16:38:14.9328381,BPlusTreeEngine,90000,EQUALS_UPDATE,0.11,1180.65,154616112,235113424,7860608,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,INSERT,0.01,112.55,50422816,37748736,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,SIMPLE_SELECT,0.16,1930.27,50422816,203315744,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,UPDATE,0.01,75.87,50422816,37748736,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,DELETE,0.01,64.78,50422816,29360128,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,RANGE_SELECT,0.12,1540.78,50422816,-83586016,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,EQUALS_SELECT,0.04,477.00,50422816,75354608,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,RANGE_UPDATE,0.28,3517.94,50422816,-470202816,7864168,100.00
2024-11-05T16:38:16.3792412,BPlusTreeEngine,100000,EQUALS_UPDATE,0.12,1421.82,50422816,214271288,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,INSERT,0.01,112.55,50422816,37748736,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,SIMPLE_SELECT,0.16,1930.27,50422816,203315744,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,UPDATE,0.01,75.87,50422816,37748736,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,DELETE,0.01,64.78,50422816,29360128,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,RANGE_SELECT,0.12,1540.78,50422816,-83586016,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,EQUALS_SELECT,0.04,477.00,50422816,75354608,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,RANGE_UPDATE,0.28,3517.94,50422816,-470202816,7864168,100.00
2024-11-05T16:38:16.3802407,BPlusTreeEngine,100000,EQUALS_UPDATE,0.12,1421.82,50422816,214271288,7864168,100.00
